"asn_number","organization_name","organization_country","rir_registry","asn_type","is_known_hosting","is_known_vpn","first_seen","last_seen","unique_ip_count","total_session_count","enrichment","enrichment_updated_at","created_at","updated_at"
56628,"STORMmedia sp. z o.o.","PL",NULL,NULL,False,False,"2025-11-06 19:03:06.114689+00","2025-11-06 19:03:06.114689+00",0,0,"{}",NULL,"2025-11-06 19:03:06.114689+00","2025-11-06 19:03:06.114689+00"
56652,"FOP Petrenko Pavlo Mukolayovuch","UA",NULL,NULL,False,False,"2025-11-06 19:02:00.892572+00","2025-11-06 19:02:00.892572+00",0,0,"{}",NULL,"2025-11-06 19:02:00.892572+00","2025-11-06 19:02:00.892572+00"
56668,"FOP Demchuk Sergiy Olexandrovuch","UA",NULL,NULL,False,False,"2025-11-06 19:01:59.970331+00","2025-11-06 19:01:59.970331+00",0,0,"{}",NULL,"2025-11-06 19:01:59.970331+00","2025-11-06 19:01:59.970331+00"
56673,"FiberLink Ltd.","UA",NULL,NULL,False,False,"2025-11-06 19:00:19.565933+00","2025-11-06 19:00:19.565933+00",0,0,"{}",NULL,"2025-11-06 19:00:19.565933+00","2025-11-06 19:00:19.565933+00"
56690,"VNET LLC","RU",NULL,NULL,False,False,"2025-11-06 19:01:18.25827+00","2025-11-06 19:01:18.270141+00",0,0,"{}",NULL,"2025-11-06 19:01:18.25827+00","2025-11-06 19:01:18.270141+00"
56694,"LLC Smart Ape","RU",NULL,NULL,False,False,"2025-11-06 19:03:30.945512+00","2025-11-06 19:03:30.945512+00",0,0,"{}",NULL,"2025-11-06 19:03:30.945512+00","2025-11-06 19:03:30.945512+00"
56791,"CityTelekom Ltd.","RU",NULL,NULL,False,False,"2025-11-06 19:00:46.277583+00","2025-11-06 19:01:03.703902+00",0,0,"{}",NULL,"2025-11-06 19:00:46.277583+00","2025-11-06 19:01:03.703902+00"
56812,"CHP Zarko Alexandr Ivanovich","UA",NULL,NULL,False,False,"2025-11-06 19:03:30.97649+00","2025-11-06 19:03:30.97649+00",0,0,"{}",NULL,"2025-11-06 19:03:30.97649+00","2025-11-06 19:03:30.97649+00"
56835,"SPD Polyudov Aleksandr Igorevich","UA",NULL,NULL,False,False,"2025-11-06 19:01:00.776023+00","2025-11-06 19:01:00.776023+00",0,0,"{}",NULL,"2025-11-06 19:01:00.776023+00","2025-11-06 19:01:00.776023+00"
56851,"PE Skurykhin Mukola Volodumurovuch","UA",NULL,NULL,False,False,"2025-11-06 19:01:59.936521+00","2025-11-06 19:01:59.936521+00",0,0,"{}",NULL,"2025-11-06 19:01:59.936521+00","2025-11-06 19:01:59.936521+00"
56889,"TTC Radiotechnika LTD","RU",NULL,NULL,False,False,"2025-11-06 19:01:18.960833+00","2025-11-06 19:01:18.960833+00",0,0,"{}",NULL,"2025-11-06 19:01:18.960833+00","2025-11-06 19:01:18.960833+00"
56932,"CHP Poddubny Sergey Valentynovich","UA",NULL,NULL,False,False,"2025-11-06 19:01:18.146914+00","2025-11-06 19:01:18.146914+00",0,0,"{}",NULL,"2025-11-06 19:01:18.146914+00","2025-11-06 19:01:18.146914+00"
56971,"Cgi Global Limited","NL",NULL,NULL,False,False,"2025-11-06 18:59:28.761971+00","2025-11-06 19:02:23.556261+00",0,0,"{}",NULL,"2025-11-06 18:59:28.761971+00","2025-11-06 19:02:23.556261+00"
56981,"JSC ER-Telecom Holding","RU",NULL,NULL,False,False,"2025-11-06 19:01:00.682568+00","2025-11-06 19:03:26.580503+00",0,0,"{}",NULL,"2025-11-06 19:01:00.682568+00","2025-11-06 19:03:26.580503+00"
56983,"SWIDMAN S.C. Mariusz Bzowski, Dariusz Drelich","PL",NULL,NULL,False,False,"2025-11-06 19:02:00.002446+00","2025-11-06 19:02:00.007624+00",0,0,"{}",NULL,"2025-11-06 19:02:00.002446+00","2025-11-06 19:02:00.007624+00"
57026,"JSC ER-Telecom Holding","RU",NULL,NULL,False,False,"2025-11-06 18:59:28.295708+00","2025-11-06 19:02:40.780224+00",0,0,"{}",NULL,"2025-11-06 18:59:28.295708+00","2025-11-06 19:02:40.780224+00"
57043,"Hostkey B.v.","US",NULL,NULL,False,False,"2025-11-06 19:00:28.739815+00","2025-11-06 19:02:15.776484+00",0,0,"{}",NULL,"2025-11-06 19:00:28.739815+00","2025-11-06 19:02:15.776484+00"
57044,"JSC ER-Telecom Holding","RU",NULL,NULL,False,False,"2025-11-06 19:00:51.246391+00","2025-11-06 19:02:22.79631+00",0,0,"{}",NULL,"2025-11-06 19:00:51.246391+00","2025-11-06 19:02:22.79631+00"
57093,"Yalta-TV KOM Ltd.","UA",NULL,NULL,False,False,"2025-11-06 19:03:10.344363+00","2025-11-06 19:03:10.344363+00",0,0,"{}",NULL,"2025-11-06 19:03:10.344363+00","2025-11-06 19:03:10.344363+00"
57112,"F2X Operator B.V.","NL",NULL,NULL,False,False,"2025-11-06 19:02:00.189055+00","2025-11-06 19:02:00.189055+00",0,0,"{}",NULL,"2025-11-06 19:02:00.189055+00","2025-11-06 19:02:00.189055+00"
57128,"JSC Ufanet","RU",NULL,NULL,False,False,"2025-11-06 19:03:35.55555+00","2025-11-06 19:03:35.560998+00",0,0,"{}",NULL,"2025-11-06 19:03:35.55555+00","2025-11-06 19:03:35.560998+00"
57164,"Viacheslav Fitiunin","UA",NULL,NULL,False,False,"2025-11-06 19:00:22.402535+00","2025-11-06 19:00:22.408408+00",0,0,"{}",NULL,"2025-11-06 19:00:22.402535+00","2025-11-06 19:00:22.408408+00"
57227,"Subnet LLC","RU",NULL,NULL,False,False,"2025-11-06 19:00:45.683625+00","2025-11-06 19:00:45.683625+00",0,0,"{}",NULL,"2025-11-06 19:00:45.683625+00","2025-11-06 19:00:45.683625+00"
57251,"LLC Intelcom","RU",NULL,NULL,False,False,"2025-11-06 19:01:46.954845+00","2025-11-06 19:01:46.954845+00",0,0,"{}",NULL,"2025-11-06 19:01:46.954845+00","2025-11-06 19:01:46.954845+00"
57269,"Digi Spain Telecom S.l.","ES",NULL,NULL,False,False,"2025-11-06 19:01:09.6759+00","2025-11-06 19:03:24.322972+00",0,0,"{}",NULL,"2025-11-06 19:01:09.6759+00","2025-11-06 19:03:24.322972+00"
57344,"Telehouse EAD","BG",NULL,NULL,False,False,"2025-11-06 19:03:06.513597+00","2025-11-06 19:03:06.513597+00",0,0,"{}",NULL,"2025-11-06 19:03:06.513597+00","2025-11-06 19:03:06.513597+00"
57354,"SYSTEMA Ltd","RU",NULL,NULL,False,False,"2025-11-06 19:03:31.459114+00","2025-11-06 19:03:31.459114+00",0,0,"{}",NULL,"2025-11-06 19:03:31.459114+00","2025-11-06 19:03:31.459114+00"
57375,"VillaNet LLC","RU",NULL,NULL,False,False,"2025-11-06 19:01:02.525068+00","2025-11-06 19:01:02.536981+00",0,0,"{}",NULL,"2025-11-06 19:01:02.525068+00","2025-11-06 19:01:02.536981+00"
57378,"JSC ER-Telecom Holding","RU",NULL,NULL,False,False,"2025-11-06 19:00:46.024249+00","2025-11-06 19:00:46.024249+00",0,0,"{}",NULL,"2025-11-06 19:00:46.024249+00","2025-11-06 19:00:46.024249+00"
57446,"Telemont Service S.R.L.","RO",NULL,NULL,False,False,"2025-11-06 19:03:28.228851+00","2025-11-06 19:03:28.228851+00",0,0,"{}",NULL,"2025-11-06 19:03:28.228851+00","2025-11-06 19:03:28.228851+00"
57494,"Adman LLC","RU",NULL,NULL,False,False,"2025-11-06 19:00:21.078021+00","2025-11-06 19:03:23.58949+00",0,0,"{}",NULL,"2025-11-06 19:00:21.078021+00","2025-11-06 19:03:23.58949+00"
57534,"PE Ahmedov Alil Aliomarovich","RU",NULL,NULL,False,False,"2025-11-06 19:00:45.413969+00","2025-11-06 19:00:45.413969+00",0,0,"{}",NULL,"2025-11-06 19:00:45.413969+00","2025-11-06 19:00:45.413969+00"
57536,"MICROLINK Laszczyk Michal","PL",NULL,NULL,False,False,"2025-11-06 19:03:31.684149+00","2025-11-06 19:03:31.684149+00",0,0,"{}",NULL,"2025-11-06 19:03:31.684149+00","2025-11-06 19:03:31.684149+00"
57547,"WIRIX, s.r.o.","SK",NULL,NULL,False,False,"2025-11-06 19:00:45.430058+00","2025-11-06 19:00:45.430058+00",0,0,"{}",NULL,"2025-11-06 19:00:45.430058+00","2025-11-06 19:00:45.430058+00"
57560,"XLNET s.r.o.","CZ",NULL,NULL,False,False,"2025-11-06 19:03:31.689548+00","2025-11-06 19:03:31.689548+00",0,0,"{}",NULL,"2025-11-06 19:03:31.689548+00","2025-11-06 19:03:31.689548+00"
57568,"Arvancloud Global Technologies L.L.C","NL",NULL,NULL,False,False,"2025-11-06 19:00:08.176284+00","2025-11-06 19:01:01.52203+00",0,0,"{}",NULL,"2025-11-06 19:00:08.176284+00","2025-11-06 19:01:01.52203+00"
57634,"SKAT POPOVO Ltd.","BG",NULL,NULL,False,False,"2025-11-06 19:03:25.171298+00","2025-11-06 19:03:25.171298+00",0,0,"{}",NULL,"2025-11-06 19:03:25.171298+00","2025-11-06 19:03:25.171298+00"
57705,"Maxnet-2016 Eood","BG",NULL,NULL,False,False,"2025-11-06 19:02:43.180763+00","2025-11-06 19:02:43.180763+00",0,0,"{}",NULL,"2025-11-06 19:02:43.180763+00","2025-11-06 19:02:43.180763+00"
57712,"NPF SOFTVIDEO Ltd.","RU",NULL,NULL,False,False,"2025-11-06 19:00:45.508517+00","2025-11-06 19:00:45.508517+00",0,0,"{}",NULL,"2025-11-06 19:00:45.508517+00","2025-11-06 19:00:45.508517+00"
57717,"FiberXpress BV","NL",NULL,NULL,False,False,"2025-11-06 19:01:01.061383+00","2025-11-06 19:01:01.936956+00",0,0,"{}",NULL,"2025-11-06 19:01:01.061383+00","2025-11-06 19:01:01.936956+00"
57732,"Ikaalisten-Parkanon Puhelin Osakeyhtio Ltd","FI",NULL,NULL,False,False,"2025-11-06 19:02:56.04061+00","2025-11-06 19:02:56.04061+00",0,0,"{}",NULL,"2025-11-06 19:02:56.04061+00","2025-11-06 19:02:56.04061+00"
57822,"Truenetwork LLC","RU",NULL,NULL,False,False,"2025-11-06 19:03:34.973201+00","2025-11-06 19:03:34.973201+00",0,0,"{}",NULL,"2025-11-06 19:03:34.973201+00","2025-11-06 19:03:34.973201+00"
57842,"UralKonnektServis LLC","RU",NULL,NULL,False,False,"2025-11-06 19:03:27.672853+00","2025-11-06 19:03:27.672853+00",0,0,"{}",NULL,"2025-11-06 19:03:27.672853+00","2025-11-06 19:03:27.672853+00"
57843,"Gk Interlogica LLC","RU",NULL,NULL,False,False,"2025-11-06 19:03:31.821813+00","2025-11-06 19:03:31.821813+00",0,0,"{}",NULL,"2025-11-06 19:03:31.821813+00","2025-11-06 19:03:31.821813+00"
57858,"Angelnet Limited","SE",NULL,NULL,False,False,"2025-11-06 19:02:40.661118+00","2025-11-06 19:02:40.661118+00",0,0,"{}",NULL,"2025-11-06 19:02:40.661118+00","2025-11-06 19:02:40.661118+00"
57887,"FOP Pavlenko Andrey Pavlovich","UA",NULL,NULL,False,False,"2025-11-06 19:03:31.826569+00","2025-11-06 19:03:31.826569+00",0,0,"{}",NULL,"2025-11-06 19:03:31.826569+00","2025-11-06 19:03:31.826569+00"
57888,"Telesat d.o.o.","BA",NULL,NULL,False,False,"2025-11-06 19:03:33.671207+00","2025-11-06 19:03:33.671207+00",0,0,"{}",NULL,"2025-11-06 19:03:33.671207+00","2025-11-06 19:03:33.671207+00"
57993,"FOP Khalik Andrey Volodumurovuch","UA",NULL,NULL,False,False,"2025-11-06 19:03:31.840072+00","2025-11-06 19:03:31.840072+00",0,0,"{}",NULL,"2025-11-06 19:03:31.840072+00","2025-11-06 19:03:31.840072+00"
57999,"LLC DataNet ISP","UA",NULL,NULL,False,False,"2025-11-06 19:01:01.598104+00","2025-11-06 19:01:01.604245+00",0,0,"{}",NULL,"2025-11-06 19:01:01.598104+00","2025-11-06 19:01:01.604245+00"
58000,"Nikita Sergienko","UA",NULL,NULL,False,False,"2025-11-06 19:03:31.86779+00","2025-11-06 19:03:31.86779+00",0,0,"{}",NULL,"2025-11-06 19:03:31.86779+00","2025-11-06 19:03:31.86779+00"
58065,"Orion Network Limited","GB",NULL,NULL,False,False,"2025-11-06 19:01:22.427018+00","2025-11-06 19:01:22.427018+00",0,0,"{}",NULL,"2025-11-06 19:01:22.427018+00","2025-11-06 19:01:22.427018+00"
58079,"Skynet Ltd","BG",NULL,NULL,False,False,"2025-11-06 19:03:35.809544+00","2025-11-06 19:03:35.809544+00",0,0,"{}",NULL,"2025-11-06 19:03:35.809544+00","2025-11-06 19:03:35.809544+00"
58087,"Florian Kolb","DE",NULL,NULL,False,False,"2025-11-06 19:02:20.89428+00","2025-11-06 19:02:20.89428+00",0,0,"{}",NULL,"2025-11-06 19:02:20.89428+00","2025-11-06 19:02:20.89428+00"
58212,"dataforest GmbH","DE",NULL,NULL,False,False,"2025-11-06 19:02:15.640727+00","2025-11-06 19:02:42.50761+00",0,0,"{}",NULL,"2025-11-06 19:02:15.640727+00","2025-11-06 19:02:42.50761+00"
58224,"Iran Telecommunication Company PJS","IR","ripencc",NULL,False,False,"2025-11-06 15:54:06.552545+00","2025-11-06 19:03:34.450425+00",0,0,"{}",NULL,"2025-11-06 15:54:06.552545+00","2025-11-06 19:03:34.450425+00"
58243,"TELE AG","DE",NULL,NULL,False,False,"2025-11-06 19:02:44.062874+00","2025-11-06 19:02:44.062874+00",0,0,"{}",NULL,"2025-11-06 19:02:44.062874+00","2025-11-06 19:02:44.062874+00"
58289,"Kazakhstan Network Communication LLP","KZ",NULL,NULL,False,False,"2025-11-06 19:01:00.977192+00","2025-11-06 19:01:00.977192+00",0,0,"{}",NULL,"2025-11-06 19:01:00.977192+00","2025-11-06 19:01:00.977192+00"
58309,"Langate Ltd","UA",NULL,NULL,False,False,"2025-11-06 19:00:45.690091+00","2025-11-06 19:00:45.690091+00",0,0,"{}",NULL,"2025-11-06 19:00:45.690091+00","2025-11-06 19:00:45.690091+00"
58347,"AiK LLC","RU",NULL,NULL,False,False,"2025-11-06 19:03:36.717608+00","2025-11-06 19:03:36.737304+00",0,0,"{}",NULL,"2025-11-06 19:03:36.717608+00","2025-11-06 19:03:36.737304+00"
58369,"PT. Fiber Networks Indonesia","ID",NULL,NULL,False,False,"2025-11-06 15:54:10.603248+00","2025-11-06 19:01:58.950827+00",0,0,"{}",NULL,"2025-11-06 15:54:10.603248+00","2025-11-06 19:01:58.950827+00"
58381,"Wow Internet Indonesia","ID",NULL,NULL,False,False,"2025-11-06 19:00:33.575002+00","2025-11-06 19:00:33.575002+00",0,0,"{}",NULL,"2025-11-06 19:00:33.575002+00","2025-11-06 19:00:33.575002+00"
58461,"CT-HangZhou-IDC","CN",NULL,NULL,False,False,"2025-11-06 18:59:37.821914+00","2025-11-06 19:02:52.802582+00",0,0,"{}",NULL,"2025-11-06 18:59:37.821914+00","2025-11-06 19:02:52.802582+00"
58466,"CHINANET Guangdong province network","CN",NULL,NULL,False,False,"2025-11-06 18:59:26.474162+00","2025-11-06 19:01:48.855202+00",0,0,"{}",NULL,"2025-11-06 18:59:26.474162+00","2025-11-06 19:01:48.855202+00"
58474,"PT. MATRIXNET GLOBAL INDONESIA","ID",NULL,NULL,False,False,"2025-11-06 18:59:19.851464+00","2025-11-06 18:59:19.851464+00",0,0,"{}",NULL,"2025-11-06 18:59:19.851464+00","2025-11-06 18:59:19.851464+00"
58487,"CRI-AS-AP CV. Rumahweb Indonesia, ID","ID","apnic",NULL,False,False,"2025-11-06 18:59:22.205024+00","2025-11-06 19:01:34.374413+00",0,0,"{}",NULL,"2025-11-06 18:59:22.205024+00","2025-11-06 19:01:34.374413+00"
58504,"TECHMINDS NETWORKS PVT. LTD.","NP",NULL,NULL,False,False,"2025-11-06 19:00:22.037608+00","2025-11-06 19:00:22.046648+00",0,0,"{}",NULL,"2025-11-06 19:00:22.037608+00","2025-11-06 19:00:22.046648+00"
58507,"Wireline","AU",NULL,NULL,False,False,"2025-11-06 19:00:33.528986+00","2025-11-06 19:00:33.528986+00",0,0,"{}",NULL,"2025-11-06 19:00:33.528986+00","2025-11-06 19:00:33.528986+00"
58519,"Cloud Computing Corporation","CN",NULL,NULL,False,False,"2025-11-06 18:59:20.089649+00","2025-11-06 19:02:11.520934+00",0,0,"{}",NULL,"2025-11-06 18:59:20.089649+00","2025-11-06 19:02:11.520934+00"
58540,"Jinan,250000","CN",NULL,NULL,False,False,"2025-11-06 19:00:13.251636+00","2025-11-06 19:00:13.251636+00",0,0,"{}",NULL,"2025-11-06 19:00:13.251636+00","2025-11-06 19:00:13.251636+00"
58541,"Qingdao,266000","CN",NULL,NULL,False,False,"2025-11-06 19:00:13.218327+00","2025-11-06 19:00:22.25699+00",0,0,"{}",NULL,"2025-11-06 19:00:13.218327+00","2025-11-06 19:00:22.25699+00"
58543,"Guangdong","CN",NULL,NULL,False,False,"2025-11-06 18:59:59.40386+00","2025-11-06 18:59:59.40386+00",0,0,"{}",NULL,"2025-11-06 18:59:59.40386+00","2025-11-06 18:59:59.40386+00"
58563,"CHINANET Hubei province network","CN",NULL,NULL,False,False,"2025-11-06 18:59:55.078371+00","2025-11-06 18:59:55.162497+00",0,0,"{}",NULL,"2025-11-06 18:59:55.078371+00","2025-11-06 18:59:55.162497+00"
58593,"Shanghai Blue Cloud Technology Co.,Ltd","CN",NULL,NULL,False,False,"2025-11-06 19:00:12.466576+00","2025-11-06 19:02:08.927713+00",0,0,"{}",NULL,"2025-11-06 19:00:12.466576+00","2025-11-06 19:02:08.927713+00"
58656,"bdHUB Limited","BD",NULL,NULL,False,False,"2025-11-06 18:59:52.116434+00","2025-11-06 18:59:52.116434+00",0,0,"{}",NULL,"2025-11-06 18:59:52.116434+00","2025-11-06 18:59:52.116434+00"
58659,"Quest Consultancy Pvt Ltd","IN",NULL,NULL,False,False,"2025-11-06 15:54:08.092769+00","2025-11-06 19:02:15.17659+00",0,0,"{}",NULL,"2025-11-06 15:54:08.092769+00","2025-11-06 19:02:15.17659+00"
58678,"Intech Online Private Limited","IN",NULL,NULL,False,False,"2025-11-06 18:59:18.467761+00","2025-11-06 19:02:14.951557+00",0,0,"{}",NULL,"2025-11-06 18:59:18.467761+00","2025-11-06 19:02:14.951557+00"
58682,"Level3 Carrier Ltd.","BD",NULL,NULL,False,False,"2025-11-06 18:59:18.761993+00","2025-11-06 18:59:18.761993+00",0,0,"{}",NULL,"2025-11-06 18:59:18.761993+00","2025-11-06 18:59:18.761993+00"
58715,"EARTH TELECOMMUNICATION Pvt LTD.","BD",NULL,NULL,False,False,"2025-11-06 19:00:56.960719+00","2025-11-06 19:02:46.476489+00",0,0,"{}",NULL,"2025-11-06 19:00:56.960719+00","2025-11-06 19:02:46.476489+00"
58717,"Summit Communications Ltd","BD",NULL,NULL,False,False,"2025-11-06 19:00:45.353298+00","2025-11-06 19:01:33.721864+00",0,0,"{}",NULL,"2025-11-06 19:00:45.353298+00","2025-11-06 19:01:33.721864+00"
58765,"B TEL INTERNET PRIVATE LIMITED","IN",NULL,NULL,False,False,"2025-11-06 18:59:36.91136+00","2025-11-06 18:59:36.91136+00",0,0,"{}",NULL,"2025-11-06 18:59:36.91136+00","2025-11-06 18:59:36.91136+00"
58772,"CHINANET Fujian province Fuzhou IDC network","CN",NULL,NULL,False,False,"2025-11-06 19:00:56.913653+00","2025-11-06 19:00:56.937937+00",0,0,"{}",NULL,"2025-11-06 19:00:56.913653+00","2025-11-06 19:00:56.937937+00"
58791,"GMO Internet Group, Inc.","JP",NULL,NULL,False,False,"2025-11-06 19:00:31.480377+00","2025-11-06 19:00:33.523993+00",0,0,"{}",NULL,"2025-11-06 19:00:31.480377+00","2025-11-06 19:00:33.523993+00"
58800,"ACE IT Networks Limited","BD",NULL,NULL,False,False,"2025-11-06 18:59:19.249511+00","2025-11-06 18:59:19.249511+00",0,0,"{}",NULL,"2025-11-06 18:59:19.249511+00","2025-11-06 18:59:19.249511+00"
58813,"Dtech Limited","BD",NULL,NULL,False,False,"2025-11-06 19:00:33.56992+00","2025-11-06 19:00:33.56992+00",0,0,"{}",NULL,"2025-11-06 19:00:33.56992+00","2025-11-06 19:00:33.56992+00"
58819,"PT Arsenet Global Solusi","ID",NULL,NULL,False,False,"2025-11-06 15:54:10.301586+00","2025-11-06 18:59:19.100057+00",0,0,"{}",NULL,"2025-11-06 15:54:10.301586+00","2025-11-06 18:59:19.100057+00"
58821,"PT Lintas Jaringan Nusantara","ID",NULL,NULL,False,False,"2025-11-06 15:54:10.132422+00","2025-11-06 15:54:10.132422+00",0,0,"{}",NULL,"2025-11-06 15:54:10.132422+00","2025-11-06 15:54:10.132422+00"
58895,"Ebone Network PVT. Limited","PK",NULL,NULL,False,False,"2025-11-06 18:59:53.717895+00","2025-11-06 18:59:53.717895+00",0,0,"{}",NULL,"2025-11-06 18:59:53.717895+00","2025-11-06 18:59:53.717895+00"
58898,"Rainbow communications India Pvt Ltd","IN",NULL,NULL,False,False,"2025-11-06 15:54:10.037624+00","2025-11-06 19:00:33.580065+00",0,0,"{}",NULL,"2025-11-06 15:54:10.037624+00","2025-11-06 19:00:33.580065+00"
58906,"Shivansh Infotech pvt Ltd","IN",NULL,NULL,False,False,"2025-11-06 18:59:16.432644+00","2025-11-06 19:02:17.947211+00",0,0,"{}",NULL,"2025-11-06 18:59:16.432644+00","2025-11-06 19:02:17.947211+00"
58923,"InterCloud ltd","BD",NULL,NULL,False,False,"2025-11-06 18:59:18.080039+00","2025-11-06 19:02:04.676139+00",0,0,"{}",NULL,"2025-11-06 18:59:18.080039+00","2025-11-06 19:02:04.676139+00"
58946,"GRAMEEN COMMUNICATIONS","BD",NULL,NULL,False,False,"2025-11-06 18:59:19.714312+00","2025-11-06 18:59:19.779762+00",0,0,"{}",NULL,"2025-11-06 18:59:19.714312+00","2025-11-06 18:59:19.779762+00"
58955,"Bangmod Enterprise Co., Ltd.","TH",NULL,NULL,False,False,"2025-11-06 18:59:18.728512+00","2025-11-06 19:01:59.189206+00",0,0,"{}",NULL,"2025-11-06 18:59:18.728512+00","2025-11-06 19:01:59.189206+00"
58965,"ANJANI BROADBAND SOLUTIONS PVT.LTD.","IN",NULL,NULL,False,False,"2025-11-06 18:59:22.038765+00","2025-11-06 18:59:22.106448+00",0,0,"{}",NULL,"2025-11-06 18:59:22.038765+00","2025-11-06 18:59:22.106448+00"
59019,"Beijing Kingsoft Cloud Internet Technology Co., Ltd","CN",NULL,NULL,False,False,"2025-11-06 18:59:57.017577+00","2025-11-06 18:59:57.022304+00",0,0,"{}",NULL,"2025-11-06 18:59:57.017577+00","2025-11-06 18:59:57.022304+00"
59078,"Yunify Technologies Inc.","CN",NULL,NULL,False,False,"2025-11-06 19:00:12.444603+00","2025-11-06 19:00:12.444603+00",0,0,"{}",NULL,"2025-11-06 19:00:12.444603+00","2025-11-06 19:00:12.444603+00"
59108,"KATCH NETWORK INC.","JP",NULL,NULL,False,False,"2025-11-06 19:01:41.994041+00","2025-11-06 19:01:42.01501+00",0,0,"{}",NULL,"2025-11-06 19:01:41.994041+00","2025-11-06 19:01:42.01501+00"
59134,"PT. Datacomm Diangraha","ID",NULL,NULL,False,False,"2025-11-06 19:02:07.786821+00","2025-11-06 19:02:07.796622+00",0,0,"{}",NULL,"2025-11-06 19:02:07.786821+00","2025-11-06 19:02:07.796622+00"
59162,"U.P. COMMUNICATION SERVICES PVT LTD","IN",NULL,NULL,False,False,"2025-11-06 15:54:11.603744+00","2025-11-06 19:02:17.936604+00",0,0,"{}",NULL,"2025-11-06 15:54:11.603744+00","2025-11-06 19:02:17.936604+00"
59169,"KNGD INFOSYS PVT LTD","IN",NULL,NULL,False,False,"2025-11-06 18:59:19.690543+00","2025-11-06 18:59:19.690543+00",0,0,"{}",NULL,"2025-11-06 18:59:19.690543+00","2025-11-06 18:59:19.690543+00"
59187,"NEEVAI SUPERCLOUD PVT LTD","IN",NULL,NULL,False,False,"2025-11-06 18:59:17.415295+00","2025-11-06 19:00:27.372797+00",0,0,"{}",NULL,"2025-11-06 18:59:17.415295+00","2025-11-06 19:00:27.372797+00"
59191,"PEERCAST TELECOM INDIA PVT LTD","IN",NULL,NULL,False,False,"2025-11-06 18:59:18.452278+00","2025-11-06 18:59:18.452278+00",0,0,"{}",NULL,"2025-11-06 18:59:18.452278+00","2025-11-06 18:59:18.452278+00"
59211,"OneAsiaHost","SG",NULL,NULL,False,False,"2025-11-06 18:59:39.279426+00","2025-11-06 18:59:39.279426+00",0,0,"{}",NULL,"2025-11-06 18:59:39.279426+00","2025-11-06 18:59:39.279426+00"
59253,"LEASEWEB SINGAPORE PTE. LTD.","SG",NULL,NULL,False,False,"2025-11-06 19:02:14.06834+00","2025-11-06 19:02:14.06834+00",0,0,"{}",NULL,"2025-11-06 19:02:14.06834+00","2025-11-06 19:02:14.06834+00"
59257,"CMPak Limited","PK",NULL,NULL,False,False,"2025-11-06 19:01:40.047153+00","2025-11-06 19:01:40.047153+00",0,0,"{}",NULL,"2025-11-06 19:01:40.047153+00","2025-11-06 19:01:40.047153+00"
59441,"NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.)","IR",NULL,NULL,False,False,"2025-11-06 19:01:01.03266+00","2025-11-06 19:02:56.555371+00",0,0,"{}",NULL,"2025-11-06 19:01:01.03266+00","2025-11-06 19:02:56.555371+00"
59463,"VISION 2008 Ltd.","BG",NULL,NULL,False,False,"2025-11-06 18:59:28.026825+00","2025-11-06 18:59:28.032038+00",0,0,"{}",NULL,"2025-11-06 18:59:28.026825+00","2025-11-06 18:59:28.032038+00"
59497,"Buknet LLC","UA",NULL,NULL,False,False,"2025-11-06 19:01:01.272521+00","2025-11-06 19:01:19.723757+00",0,0,"{}",NULL,"2025-11-06 19:01:01.272521+00","2025-11-06 19:01:19.723757+00"
59502,"Sozvezdiye Oriona Ltd.","RU",NULL,NULL,False,False,"2025-11-06 19:00:45.729587+00","2025-11-06 19:00:45.729587+00",0,0,"{}",NULL,"2025-11-06 19:00:45.729587+00","2025-11-06 19:00:45.729587+00"
59533,"Lukyanov Evgeniy Vladimirovich PE","RU",NULL,NULL,False,False,"2025-11-06 19:01:18.029133+00","2025-11-06 19:01:18.029133+00",0,0,"{}",NULL,"2025-11-06 19:01:18.029133+00","2025-11-06 19:01:18.029133+00"
59545,"Vertixo BV","NL",NULL,NULL,False,False,"2025-11-06 19:00:50.164249+00","2025-11-06 19:00:50.164249+00",0,0,"{}",NULL,"2025-11-06 19:00:50.164249+00","2025-11-06 19:00:50.164249+00"
59549,"IMPULS-TV Ltd.","RU",NULL,NULL,False,False,"2025-11-06 19:01:18.163462+00","2025-11-06 19:01:18.163462+00",0,0,"{}",NULL,"2025-11-06 19:01:18.163462+00","2025-11-06 19:01:18.163462+00"
59577,"LinkCom Networks LLC","UA",NULL,NULL,False,False,"2025-11-06 19:01:21.550731+00","2025-11-06 19:03:30.677217+00",0,0,"{}",NULL,"2025-11-06 19:01:21.550731+00","2025-11-06 19:03:30.677217+00"
59584,"Indikom LLC","RU",NULL,NULL,False,False,"2025-11-06 19:00:45.759229+00","2025-11-06 19:00:45.759229+00",0,0,"{}",NULL,"2025-11-06 19:00:45.759229+00","2025-11-06 19:00:45.759229+00"
59591,"Wirenet LLC","RU",NULL,NULL,False,False,"2025-11-06 19:03:31.983441+00","2025-11-06 19:03:31.983441+00",0,0,"{}",NULL,"2025-11-06 19:03:31.983441+00","2025-11-06 19:03:31.983441+00"
59595,"Teneta Telekom Ltd.","RU",NULL,NULL,False,False,"2025-11-06 19:01:59.997204+00","2025-11-06 19:01:59.997204+00",0,0,"{}",NULL,"2025-11-06 19:01:59.997204+00","2025-11-06 19:01:59.997204+00"
