"asn_number","organization_name","organization_country","rir_registry","asn_type","is_known_hosting","is_known_vpn","first_seen","last_seen","unique_ip_count","total_session_count","enrichment","enrichment_updated_at","created_at","updated_at"
3,"MIT-GATEWAYS","US",NULL,NULL,False,False,"2025-11-06 19:01:00.407768+00","2025-11-06 19:01:00.407768+00",0,0,"{}",NULL,"2025-11-06 19:01:00.407768+00","2025-11-06 19:01:00.407768+00"
104,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:22.292472+00","2025-11-06 15:54:22.292472+00",0,0,"{}",NULL,"2025-11-06 15:54:22.292472+00","2025-11-06 15:54:22.292472+00"
137,"Consortium GARR","IT","ripencc",NULL,False,False,"2025-11-06 15:54:26.204711+00","2025-11-06 19:01:18.207736+00",0,0,"{}",NULL,"2025-11-06 15:54:26.204711+00","2025-11-06 19:01:18.207736+00"
173,NULL,"JP","apnic",NULL,False,False,"2025-11-06 15:54:26.975391+00","2025-11-06 15:54:26.975391+00",0,0,"{}",NULL,"2025-11-06 15:54:26.975391+00","2025-11-06 15:54:26.975391+00"
174,"COGENT-174","US","arin",NULL,False,False,"2025-11-06 15:54:51.288841+00","2025-11-06 19:03:09.906059+00",0,0,"{}",NULL,"2025-11-06 15:54:51.288841+00","2025-11-06 19:03:09.906059+00"
209,"CENTURYLINK-US-LEGACY-QWEST","US","arin",NULL,False,False,"2025-11-06 18:59:15.587817+00","2025-11-06 19:03:38.308565+00",0,0,"{}",NULL,"2025-11-06 18:59:15.587817+00","2025-11-06 19:03:38.308565+00"
278,"Universidad Nacional Autonoma de Mexico","MX",NULL,NULL,False,False,"2025-11-06 19:00:08.611229+00","2025-11-06 19:00:08.621437+00",0,0,"{}",NULL,"2025-11-06 19:00:08.611229+00","2025-11-06 19:00:08.621437+00"
367,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:26.703492+00","2025-11-06 15:54:26.703492+00",0,0,"{}",NULL,"2025-11-06 15:54:26.703492+00","2025-11-06 15:54:26.703492+00"
513,NULL,"CH","ripencc",NULL,False,False,"2025-11-06 15:54:23.905144+00","2025-11-06 15:54:23.905144+00",0,0,"{}",NULL,"2025-11-06 15:54:23.905144+00","2025-11-06 15:54:23.905144+00"
577,"BACOM","CA",NULL,NULL,False,False,"2025-11-06 19:00:16.349472+00","2025-11-06 19:03:05.174076+00",0,0,"{}",NULL,"2025-11-06 19:00:16.349472+00","2025-11-06 19:03:05.174076+00"
680,"Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.","DE",NULL,NULL,False,False,"2025-11-06 19:00:12.398822+00","2025-11-06 19:01:18.141937+00",0,0,"{}",NULL,"2025-11-06 19:00:12.398822+00","2025-11-06 19:01:18.141937+00"
701,"UUNET","US","arin",NULL,False,False,"2025-11-06 15:54:03.743007+00","2025-11-06 19:03:38.439368+00",0,0,"{}",NULL,"2025-11-06 15:54:03.743007+00","2025-11-06 19:03:38.439368+00"
714,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:28.0796+00","2025-11-06 15:54:28.0796+00",0,0,"{}",NULL,"2025-11-06 15:54:28.0796+00","2025-11-06 15:54:28.0796+00"
719,"Elisa Oyj","FI",NULL,NULL,False,False,"2025-11-06 19:01:19.017106+00","2025-11-06 19:03:29.56967+00",0,0,"{}",NULL,"2025-11-06 19:01:19.017106+00","2025-11-06 19:03:29.56967+00"
721,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:24.887295+00","2025-11-06 18:59:15.507211+00",0,0,"{}",NULL,"2025-11-06 15:54:24.887295+00","2025-11-06 18:59:15.507211+00"
749,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:09.946528+00","2025-11-06 18:59:15.608578+00",0,0,"{}",NULL,"2025-11-06 15:54:09.946528+00","2025-11-06 18:59:15.608578+00"
803,"SASKTEL","CA",NULL,NULL,False,False,"2025-11-06 19:01:25.885028+00","2025-11-06 19:01:25.885028+00",0,0,"{}",NULL,"2025-11-06 19:01:25.885028+00","2025-11-06 19:01:25.885028+00"
812,"ROGERS-COMMUNICATIONS","CA","arin",NULL,False,False,"2025-11-06 18:59:15.647475+00","2025-11-06 19:03:38.854316+00",0,0,"{}",NULL,"2025-11-06 18:59:15.647475+00","2025-11-06 19:03:38.854316+00"
834,"IPXO","SI",NULL,NULL,False,False,"2025-11-06 19:01:03.979126+00","2025-11-06 19:03:27.78057+00",0,0,"{}",NULL,"2025-11-06 19:01:03.979126+00","2025-11-06 19:03:27.78057+00"
852,"TELUS Communications","CA",NULL,NULL,False,False,"2025-11-06 18:59:23.519662+00","2025-11-06 19:03:38.79742+00",0,0,"{}",NULL,"2025-11-06 18:59:23.519662+00","2025-11-06 19:03:38.79742+00"
855,"CANET-ASN-4","CA",NULL,NULL,False,False,"2025-11-06 19:00:16.364874+00","2025-11-06 19:00:16.364874+00",0,0,"{}",NULL,"2025-11-06 19:00:16.364874+00","2025-11-06 19:00:16.364874+00"
906,"DMIT","HK",NULL,NULL,False,False,"2025-11-06 19:00:26.751829+00","2025-11-06 19:00:26.97373+00",0,0,"{}",NULL,"2025-11-06 19:00:26.751829+00","2025-11-06 19:00:26.97373+00"
976,"CORENET","US",NULL,NULL,False,False,"2025-11-06 15:54:07.336942+00","2025-11-06 15:54:07.336942+00",0,0,"{}",NULL,"2025-11-06 15:54:07.336942+00","2025-11-06 15:54:07.336942+00"
979,"NETLAB-SDN","HK",NULL,NULL,False,False,"2025-11-06 19:00:27.429833+00","2025-11-06 19:00:27.870935+00",0,0,"{}",NULL,"2025-11-06 19:00:27.429833+00","2025-11-06 19:00:27.870935+00"
1136,"KPN B.V.","NL",NULL,NULL,False,False,"2025-11-06 19:01:09.29802+00","2025-11-06 19:03:33.312634+00",0,0,"{}",NULL,"2025-11-06 19:01:09.29802+00","2025-11-06 19:03:33.312634+00"
1221,"Telstra Limited","AU","apnic",NULL,False,False,"2025-11-06 15:54:05.265392+00","2025-11-06 19:02:52.883449+00",0,0,"{}",NULL,"2025-11-06 15:54:05.265392+00","2025-11-06 19:02:52.883449+00"
1241,"Nova Telecommunications & Media Single Member S.A","GR",NULL,NULL,False,False,"2025-11-06 19:00:08.248246+00","2025-11-06 19:03:05.959538+00",0,0,"{}",NULL,"2025-11-06 19:00:08.248246+00","2025-11-06 19:03:05.959538+00"
1246,"TLL-WEST","US",NULL,NULL,False,False,"2025-11-06 19:02:56.898505+00","2025-11-06 19:02:56.898505+00",0,0,"{}",NULL,"2025-11-06 19:02:56.898505+00","2025-11-06 19:02:56.898505+00"
1257,"Tele2 SWIPnet","SE",NULL,NULL,False,False,"2025-11-06 19:00:22.429658+00","2025-11-06 19:03:29.369079+00",0,0,"{}",NULL,"2025-11-06 19:00:22.429658+00","2025-11-06 19:03:29.369079+00"
1267,"Wind Tre S.p.A.","IT",NULL,NULL,False,False,"2025-11-06 19:00:22.467667+00","2025-11-06 19:03:32.044368+00",0,0,"{}",NULL,"2025-11-06 19:00:22.467667+00","2025-11-06 19:03:32.044368+00"
1273,"CW Vodafone Group PLC","GB",NULL,NULL,False,False,"2025-11-06 19:01:19.805574+00","2025-11-06 19:01:21.631668+00",0,0,"{}",NULL,"2025-11-06 19:01:19.805574+00","2025-11-06 19:01:21.631668+00"
1403,"EBOX","CA",NULL,NULL,False,False,"2025-11-06 19:01:46.684541+00","2025-11-06 19:01:46.684541+00",0,0,"{}",NULL,"2025-11-06 19:01:46.684541+00","2025-11-06 19:01:46.684541+00"
1547,"INTERDNESTRKOM, Sovmestnoe Zakrytoe Aktsionernoe Obshchestvo","MD",NULL,NULL,False,False,"2025-11-06 19:02:56.389502+00","2025-11-06 19:03:35.760926+00",0,0,"{}",NULL,"2025-11-06 19:02:56.389502+00","2025-11-06 19:03:35.760926+00"
1659,"Taiwan Academic Network TANet Information Center","TW","apnic",NULL,False,False,"2025-11-06 15:54:24.423113+00","2025-11-06 18:59:55.194217+00",0,0,"{}",NULL,"2025-11-06 15:54:24.423113+00","2025-11-06 18:59:55.194217+00"
1680,"Cellcom Fixed Line Communication L.P","IL",NULL,NULL,False,False,"2025-11-06 19:00:45.704622+00","2025-11-06 19:03:36.624626+00",0,0,"{}",NULL,"2025-11-06 19:00:45.704622+00","2025-11-06 19:03:36.624626+00"
1759,"Telia Finland Oyj","FI",NULL,NULL,False,False,"2025-11-06 19:01:20.064069+00","2025-11-06 19:03:26.505266+00",0,0,"{}",NULL,"2025-11-06 19:01:20.064069+00","2025-11-06 19:03:26.505266+00"
1836,"green.ch AG","CH",NULL,NULL,False,False,"2025-11-06 19:01:19.349081+00","2025-11-06 19:01:19.349081+00",0,0,"{}",NULL,"2025-11-06 19:01:19.349081+00","2025-11-06 19:01:19.349081+00"
1897,"Nos Comunicacoes, S.A.","PT",NULL,NULL,False,False,"2025-11-06 19:03:26.438208+00","2025-11-06 19:03:26.438208+00",0,0,"{}",NULL,"2025-11-06 19:03:26.438208+00","2025-11-06 19:03:26.438208+00"
1916,"Rede Nacional de Ensino e Pesquisa","BR",NULL,NULL,False,False,"2025-11-06 19:01:27.268056+00","2025-11-06 19:01:27.268056+00",0,0,"{}",NULL,"2025-11-06 19:01:27.268056+00","2025-11-06 19:01:27.268056+00"
1967,"Middle East Technical University","TR",NULL,NULL,False,False,"2025-11-06 19:00:18.335058+00","2025-11-06 19:00:18.335058+00",0,0,"{}",NULL,"2025-11-06 19:00:18.335058+00","2025-11-06 19:00:18.335058+00"
2055,"LSU","US",NULL,NULL,False,False,"2025-11-06 19:00:42.056952+00","2025-11-06 19:00:42.056952+00",0,0,"{}",NULL,"2025-11-06 19:00:42.056952+00","2025-11-06 19:00:42.056952+00"
2116,"Globalconnect As","NO",NULL,NULL,False,False,"2025-11-06 19:01:18.766309+00","2025-11-06 19:01:19.79438+00",0,0,"{}",NULL,"2025-11-06 19:01:18.766309+00","2025-11-06 19:01:19.79438+00"
2119,"Telenor Norge AS","SE",NULL,NULL,False,False,"2025-11-06 19:00:50.944235+00","2025-11-06 19:03:33.073431+00",0,0,"{}",NULL,"2025-11-06 19:00:50.944235+00","2025-11-06 19:03:33.073431+00"
2497,"Internet Initiative Japan Inc.","JP","apnic",NULL,False,False,"2025-11-06 15:54:40.60861+00","2025-11-06 19:01:51.51152+00",0,0,"{}",NULL,"2025-11-06 15:54:40.60861+00","2025-11-06 19:01:51.51152+00"
2514,"NTT PC Communications, Inc.","JP","apnic",NULL,False,False,"2025-11-06 15:54:39.239395+00","2025-11-06 19:02:54.137192+00",0,0,"{}",NULL,"2025-11-06 15:54:39.239395+00","2025-11-06 19:02:54.137192+00"
2516,"KDDI CORPORATION","JP","apnic",NULL,False,False,"2025-11-06 18:59:15.533019+00","2025-11-06 19:02:46.319691+00",0,0,"{}",NULL,"2025-11-06 18:59:15.533019+00","2025-11-06 19:02:46.319691+00"
2518,"BIGLOBE Inc.","JP",NULL,NULL,False,False,"2025-11-06 18:59:29.572093+00","2025-11-06 19:02:52.91911+00",0,0,"{}",NULL,"2025-11-06 18:59:29.572093+00","2025-11-06 19:02:52.91911+00"
2519,"ARTERIA Networks Corporation","JP",NULL,NULL,False,False,"2025-11-06 18:59:37.232124+00","2025-11-06 19:02:04.719038+00",0,0,"{}",NULL,"2025-11-06 18:59:37.232124+00","2025-11-06 19:02:04.719038+00"
2527,"Sony Network Communications Inc.","JP",NULL,NULL,False,False,"2025-11-06 18:59:30.229574+00","2025-11-06 19:03:32.621104+00",0,0,"{}",NULL,"2025-11-06 18:59:30.229574+00","2025-11-06 19:03:32.621104+00"
2586,"Elisa Eesti AS","EE",NULL,NULL,False,False,"2025-11-06 19:02:56.617493+00","2025-11-06 19:03:25.064451+00",0,0,"{}",NULL,"2025-11-06 19:02:56.617493+00","2025-11-06 19:03:25.064451+00"
2609,"TN-BB-AS Tunisia BackBone AS","TN",NULL,NULL,False,False,"2025-11-06 19:01:23.286612+00","2025-11-06 19:02:09.475479+00",0,0,"{}",NULL,"2025-11-06 19:01:23.286612+00","2025-11-06 19:02:09.475479+00"
2637,"GEORGIA-TECH","US",NULL,NULL,False,False,"2025-11-06 19:00:17.995652+00","2025-11-06 19:02:07.141218+00",0,0,"{}",NULL,"2025-11-06 19:00:17.995652+00","2025-11-06 19:02:07.141218+00"
2764,"AAPT Limited","AU",NULL,NULL,False,False,"2025-11-06 19:01:34.204902+00","2025-11-06 19:02:55.354001+00",0,0,"{}",NULL,"2025-11-06 19:01:34.204902+00","2025-11-06 19:02:55.354001+00"
2856,"British Telecommunications PLC","GB","ripencc",NULL,False,False,"2025-11-06 18:59:15.692509+00","2025-11-06 19:03:35.709441+00",0,0,"{}",NULL,"2025-11-06 18:59:15.692509+00","2025-11-06 19:03:35.709441+00"
2860,"Nos Comunicacoes, S.A.","PT",NULL,NULL,False,False,"2025-11-06 18:59:28.806664+00","2025-11-06 19:03:37.32314+00",0,0,"{}",NULL,"2025-11-06 18:59:28.806664+00","2025-11-06 19:03:37.32314+00"
2914,"NTT-DATA-2914","US","arin",NULL,False,False,"2025-11-06 15:54:38.310651+00","2025-11-06 19:02:54.148049+00",0,0,"{}",NULL,"2025-11-06 15:54:38.310651+00","2025-11-06 19:02:54.148049+00"
3132,"Red Cientifica Peruana","PE",NULL,NULL,False,False,"2025-11-06 19:00:31.61935+00","2025-11-06 19:00:31.74722+00",0,0,"{}",NULL,"2025-11-06 19:00:31.61935+00","2025-11-06 19:00:31.74722+00"
3170,"VeloxServ Communications Ltd","GB",NULL,NULL,False,False,"2025-11-06 19:01:09.948107+00","2025-11-06 19:01:09.948107+00",0,0,"{}",NULL,"2025-11-06 19:01:09.948107+00","2025-11-06 19:01:09.948107+00"
3209,"Vodafone GmbH","DE",NULL,NULL,False,False,"2025-11-06 18:59:29.210452+00","2025-11-06 19:03:37.266606+00",0,0,"{}",NULL,"2025-11-06 18:59:29.210452+00","2025-11-06 19:03:37.266606+00"
3212,"Telemach Slovenija d.o.o.","SI",NULL,NULL,False,False,"2025-11-06 19:01:44.864073+00","2025-11-06 19:02:21.908992+00",0,0,"{}",NULL,"2025-11-06 19:01:44.864073+00","2025-11-06 19:02:21.908992+00"
3215,"Orange","FR",NULL,NULL,False,False,"2025-11-06 18:59:28.61005+00","2025-11-06 19:03:32.525841+00",0,0,"{}",NULL,"2025-11-06 18:59:28.61005+00","2025-11-06 19:03:32.525841+00"
3216,"PVimpelCom","RU",NULL,NULL,False,False,"2025-11-06 19:01:19.181137+00","2025-11-06 19:03:36.554892+00",0,0,"{}",NULL,"2025-11-06 19:01:19.181137+00","2025-11-06 19:03:36.554892+00"
3226,"OOO NI","RU",NULL,NULL,False,False,"2025-11-06 19:01:46.886112+00","2025-11-06 19:03:33.22828+00",0,0,"{}",NULL,"2025-11-06 19:01:46.886112+00","2025-11-06 19:03:33.22828+00"
3243,"Servicos De Comunicacoes E Multimedia S.A.","PT",NULL,NULL,False,False,"2025-11-06 19:00:18.936547+00","2025-11-06 19:03:23.809431+00",0,0,"{}",NULL,"2025-11-06 19:00:18.936547+00","2025-11-06 19:03:23.809431+00"
3245,"Digital Systems Ltd","BG",NULL,NULL,False,False,"2025-11-06 19:01:18.729585+00","2025-11-06 19:01:18.729585+00",0,0,"{}",NULL,"2025-11-06 19:01:18.729585+00","2025-11-06 19:01:18.729585+00"
3249,"Telia Eesti AS","EE",NULL,NULL,False,False,"2025-11-06 19:03:21.376027+00","2025-11-06 19:03:26.510567+00",0,0,"{}",NULL,"2025-11-06 19:03:21.376027+00","2025-11-06 19:03:26.510567+00"
3253,"PVimpelCom","RU",NULL,NULL,False,False,"2025-11-06 19:01:19.381051+00","2025-11-06 19:01:19.381051+00",0,0,"{}",NULL,"2025-11-06 19:01:19.381051+00","2025-11-06 19:01:19.381051+00"
3255,"LLC Eksintech","UA",NULL,NULL,False,False,"2025-11-06 19:01:19.517833+00","2025-11-06 19:01:45.320802+00",0,0,"{}",NULL,"2025-11-06 19:01:19.517833+00","2025-11-06 19:01:45.320802+00"
3257,"GTT Communications Inc.","GB",NULL,NULL,False,False,"2025-11-06 19:03:08.372227+00","2025-11-06 19:03:08.372227+00",0,0,"{}",NULL,"2025-11-06 19:03:08.372227+00","2025-11-06 19:03:08.372227+00"
3258,"xTom Japan Corporation","JP",NULL,NULL,False,False,"2025-11-06 19:02:19.162283+00","2025-11-06 19:02:19.162283+00",0,0,"{}",NULL,"2025-11-06 19:02:19.162283+00","2025-11-06 19:02:19.162283+00"
3262,"SAREnet, S.A.","ES",NULL,NULL,False,False,"2025-11-06 19:01:19.468703+00","2025-11-06 19:01:19.468703+00",0,0,"{}",NULL,"2025-11-06 19:01:19.468703+00","2025-11-06 19:01:19.468703+00"
3269,"TIM","IT","ripencc",NULL,False,False,"2025-11-06 15:54:11.034418+00","2025-11-06 19:03:36.564232+00",0,0,"{}",NULL,"2025-11-06 15:54:11.034418+00","2025-11-06 19:03:36.564232+00"
3292,"TDC Holding A/S","DK",NULL,NULL,False,False,"2025-11-06 19:00:08.401168+00","2025-11-06 19:01:09.198046+00",0,0,"{}",NULL,"2025-11-06 19:00:08.401168+00","2025-11-06 19:01:09.198046+00"
3301,"Telia Company AB","SE",NULL,NULL,False,False,"2025-11-06 19:01:08.614461+00","2025-11-06 19:03:36.275779+00",0,0,"{}",NULL,"2025-11-06 19:01:08.614461+00","2025-11-06 19:03:36.275779+00"
3303,"Bluewin","CH",NULL,NULL,False,False,"2025-11-06 19:00:49.888104+00","2025-11-06 19:03:23.874481+00",0,0,"{}",NULL,"2025-11-06 19:00:49.888104+00","2025-11-06 19:03:23.874481+00"
3320,"Deutsche Telekom AG","DE","ripencc",NULL,False,False,"2025-11-06 18:59:15.685687+00","2025-11-06 19:03:33.923162+00",0,0,"{}",NULL,"2025-11-06 18:59:15.685687+00","2025-11-06 19:03:33.923162+00"
3323,"National Technical University of Athens","GR",NULL,NULL,False,False,"2025-11-06 19:00:19.989104+00","2025-11-06 19:00:19.989104+00",0,0,"{}",NULL,"2025-11-06 19:00:19.989104+00","2025-11-06 19:00:19.989104+00"
3326,"Private Joint Stock Company datagroup","UA",NULL,NULL,False,False,"2025-11-06 19:00:45.440573+00","2025-11-06 19:03:09.896202+00",0,0,"{}",NULL,"2025-11-06 19:00:45.440573+00","2025-11-06 19:03:09.896202+00"
3329,"Vodafone-panafon Hellenic Telecommunications Company SA","GR",NULL,NULL,False,False,"2025-11-06 19:03:06.05157+00","2025-11-06 19:03:28.35246+00",0,0,"{}",NULL,"2025-11-06 19:03:06.05157+00","2025-11-06 19:03:28.35246+00"
3342,"Cibicom A/S","DK",NULL,NULL,False,False,"2025-11-06 19:03:32.830398+00","2025-11-06 19:03:32.830398+00",0,0,"{}",NULL,"2025-11-06 19:03:32.830398+00","2025-11-06 19:03:32.830398+00"
3352,"Telefonica De Espana S.a.u.","ES",NULL,NULL,False,False,"2025-11-06 19:00:46.933927+00","2025-11-06 19:03:35.637084+00",0,0,"{}",NULL,"2025-11-06 19:00:46.933927+00","2025-11-06 19:03:35.637084+00"
3356,"LEVEL3","US",NULL,NULL,False,False,"2025-11-06 19:02:10.92895+00","2025-11-06 19:03:20.834345+00",0,0,"{}",NULL,"2025-11-06 19:02:10.92895+00","2025-11-06 19:03:20.834345+00"
3399,"Obenet AB","SE",NULL,NULL,False,False,"2025-11-06 19:01:19.887277+00","2025-11-06 19:01:19.887277+00",0,0,"{}",NULL,"2025-11-06 19:01:19.887277+00","2025-11-06 19:01:19.887277+00"
3449,"Universidad Nacional de Buenos Aires","AR",NULL,NULL,False,False,"2025-11-06 19:00:29.956918+00","2025-11-06 19:00:29.962201+00",0,0,"{}",NULL,"2025-11-06 19:00:29.956918+00","2025-11-06 19:00:29.962201+00"
3462,"Data Communication Business Group","TW",NULL,NULL,False,False,"2025-11-06 18:59:30.71228+00","2025-11-06 19:02:54.601755+00",0,0,"{}",NULL,"2025-11-06 18:59:30.71228+00","2025-11-06 19:02:54.601755+00"
3484,"Instituto Politecnico Nacional","MX",NULL,NULL,False,False,"2025-11-06 19:00:21.383938+00","2025-11-06 19:00:21.383938+00",0,0,"{}",NULL,"2025-11-06 19:00:21.383938+00","2025-11-06 19:00:21.383938+00"
3491,"CONSOLE-CONNECT-ASN","US",NULL,NULL,False,False,"2025-11-06 19:02:56.757334+00","2025-11-06 19:02:56.757334+00",0,0,"{}",NULL,"2025-11-06 19:02:56.757334+00","2025-11-06 19:02:56.757334+00"
3549,"LVLT-3549","US","arin",NULL,False,False,"2025-11-06 15:54:39.864368+00","2025-11-06 19:03:04.361477+00",0,0,"{}",NULL,"2025-11-06 15:54:39.864368+00","2025-11-06 19:03:04.361477+00"
3561,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:39.744534+00","2025-11-06 15:54:39.744534+00",0,0,"{}",NULL,"2025-11-06 15:54:39.744534+00","2025-11-06 15:54:39.744534+00"
3598,"MICROSOFT-CORP-AS","US",NULL,NULL,False,False,"2025-11-06 19:00:08.349103+00","2025-11-06 19:00:08.349103+00",0,0,"{}",NULL,"2025-11-06 19:00:08.349103+00","2025-11-06 19:00:08.349103+00"
3605,"Guam Cablevision, LLC.","MP",NULL,NULL,False,False,"2025-11-06 15:54:06.269744+00","2025-11-06 18:59:59.908734+00",0,0,"{}",NULL,"2025-11-06 15:54:06.269744+00","2025-11-06 18:59:59.908734+00"
3737,"AS-PTD","US",NULL,NULL,False,False,"2025-11-06 19:01:40.068231+00","2025-11-06 19:03:04.959352+00",0,0,"{}",NULL,"2025-11-06 19:01:40.068231+00","2025-11-06 19:03:04.959352+00"
3758,"SingNet","SG",NULL,NULL,False,False,"2025-11-06 18:59:54.999815+00","2025-11-06 19:00:22.654287+00",0,0,"{}",NULL,"2025-11-06 18:59:54.999815+00","2025-11-06 19:00:22.654287+00"
3766,NULL,"CA","arin",NULL,False,False,"2025-11-06 15:54:23.117807+00","2025-11-06 15:54:23.117807+00",0,0,"{}",NULL,"2025-11-06 15:54:23.117807+00","2025-11-06 15:54:23.117807+00"
3786,"LG DACOM Corporation","KR",NULL,NULL,False,False,"2025-11-06 18:59:26.01517+00","2025-11-06 19:02:55.218232+00",0,0,"{}",NULL,"2025-11-06 18:59:26.01517+00","2025-11-06 19:02:55.218232+00"
3801,"MISNET","US",NULL,NULL,False,False,"2025-11-06 19:03:02.509529+00","2025-11-06 19:03:02.509529+00",0,0,"{}",NULL,"2025-11-06 19:03:02.509529+00","2025-11-06 19:03:02.509529+00"
3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC","CO",NULL,NULL,False,False,"2025-11-06 19:00:24.764918+00","2025-11-06 19:01:16.088055+00",0,0,"{}",NULL,"2025-11-06 19:00:24.764918+00","2025-11-06 19:01:16.088055+00"
3920,"ESTOXY OU","EE",NULL,NULL,False,False,"2025-11-06 19:02:06.869171+00","2025-11-06 19:02:06.869171+00",0,0,"{}",NULL,"2025-11-06 19:02:06.869171+00","2025-11-06 19:02:06.869171+00"
4007,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal","NP",NULL,NULL,False,False,"2025-11-06 19:01:33.352467+00","2025-11-06 19:01:33.352467+00",0,0,"{}",NULL,"2025-11-06 19:01:33.352467+00","2025-11-06 19:01:33.352467+00"
4134,"Chinanet","CN","apnic",NULL,False,False,"2025-11-06 15:54:13.992364+00","2025-11-06 19:02:54.019278+00",0,0,"{}",NULL,"2025-11-06 15:54:13.992364+00","2025-11-06 19:02:54.019278+00"
4155,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:38.432878+00","2025-11-06 15:54:38.432878+00",0,0,"{}",NULL,"2025-11-06 15:54:38.432878+00","2025-11-06 15:54:38.432878+00"
4181,"TDS-AS","US",NULL,NULL,False,False,"2025-11-06 19:00:09.80698+00","2025-11-06 19:03:02.167854+00",0,0,"{}",NULL,"2025-11-06 19:00:09.80698+00","2025-11-06 19:03:02.167854+00"
4226,"SUMOFIBER","US",NULL,NULL,False,False,"2025-11-06 19:02:07.435514+00","2025-11-06 19:02:07.435514+00",0,0,"{}",NULL,"2025-11-06 19:02:07.435514+00","2025-11-06 19:02:07.435514+00"
4230,"CLARO S.A.","BR",NULL,NULL,False,False,"2025-11-06 19:00:52.175831+00","2025-11-06 19:01:32.165092+00",0,0,"{}",NULL,"2025-11-06 19:00:52.175831+00","2025-11-06 19:01:32.165092+00"
4515,"PCCW IMS Ltd PCCW Business Internet Access","HK",NULL,NULL,False,False,"2025-11-06 19:00:05.131829+00","2025-11-06 19:02:11.656581+00",0,0,"{}",NULL,"2025-11-06 19:00:05.131829+00","2025-11-06 19:02:11.656581+00"
4609,"Companhia de Telecomunicacoes de Macau SARL","MO",NULL,NULL,False,False,"2025-11-06 19:00:00.235714+00","2025-11-06 19:02:53.130412+00",0,0,"{}",NULL,"2025-11-06 19:00:00.235714+00","2025-11-06 19:02:53.130412+00"
4618,"Internet Thailand Company Limited","TH","apnic",NULL,False,False,"2025-11-06 15:54:12.389809+00","2025-11-06 19:01:34.113871+00",0,0,"{}",NULL,"2025-11-06 15:54:12.389809+00","2025-11-06 19:01:34.113871+00"
4621,"Chulalongkorn University","TH",NULL,NULL,False,False,"2025-11-06 19:01:34.118881+00","2025-11-06 19:01:34.118881+00",0,0,"{}",NULL,"2025-11-06 19:01:34.118881+00","2025-11-06 19:01:34.118881+00"
4637,"Telstra Global","TW",NULL,NULL,False,False,"2025-11-06 19:01:40.967823+00","2025-11-06 19:01:40.967823+00",0,0,"{}",NULL,"2025-11-06 19:01:40.967823+00","2025-11-06 19:01:40.967823+00"
4638,"Telecom Fiji Limited","FJ",NULL,NULL,False,False,"2025-11-06 19:01:41.502477+00","2025-11-06 19:01:41.502477+00",0,0,"{}",NULL,"2025-11-06 19:01:41.502477+00","2025-11-06 19:01:41.502477+00"
4657,"StarHub Ltd","SG",NULL,NULL,False,False,"2025-11-06 19:01:33.874035+00","2025-11-06 19:02:55.777582+00",0,0,"{}",NULL,"2025-11-06 19:01:33.874035+00","2025-11-06 19:02:55.777582+00"
4663,"ELIMNET, INC.","KR",NULL,NULL,False,False,"2025-11-06 19:01:41.24082+00","2025-11-06 19:01:43.201142+00",0,0,"{}",NULL,"2025-11-06 19:01:41.24082+00","2025-11-06 19:01:43.201142+00"
4685,"Asahi Net","JP",NULL,NULL,False,False,"2025-11-06 18:59:30.165567+00","2025-11-06 19:02:55.91518+00",0,0,"{}",NULL,"2025-11-06 18:59:30.165567+00","2025-11-06 19:02:55.91518+00"
4686,"BEKKOAME INTERNET INC.","JP",NULL,NULL,False,False,"2025-11-06 19:00:04.001249+00","2025-11-06 19:01:40.847616+00",0,0,"{}",NULL,"2025-11-06 19:00:04.001249+00","2025-11-06 19:01:40.847616+00"
4694,"IDC Frontier Inc.","JP",NULL,NULL,False,False,"2025-11-06 19:01:32.99736+00","2025-11-06 19:01:41.334088+00",0,0,"{}",NULL,"2025-11-06 19:01:32.99736+00","2025-11-06 19:01:41.334088+00"
4713,"NTT DOCOMO BUSINESS,Inc.","JP","apnic",NULL,False,False,"2025-11-06 15:54:25.97421+00","2025-11-06 19:02:53.369818+00",0,0,"{}",NULL,"2025-11-06 15:54:25.97421+00","2025-11-06 19:02:53.369818+00"
4725,"SoftBank Corp.","JP",NULL,NULL,False,False,"2025-11-06 19:01:49.102148+00","2025-11-06 19:01:49.102148+00",0,0,"{}",NULL,"2025-11-06 19:01:49.102148+00","2025-11-06 19:01:49.102148+00"
4739,"Internode Pty Ltd","AU",NULL,NULL,False,False,"2025-11-06 19:01:34.200133+00","2025-11-06 19:01:34.52106+00",0,0,"{}",NULL,"2025-11-06 19:01:34.200133+00","2025-11-06 19:01:34.52106+00"
