snapshot_asn,snapshot_country,snapshot_ip_type,session_count,days_active,avg_commands,avg_duration_sec,total_downloads,total_ssh_injections,asn_concentration,countries_per_asn
6849,UA,,751,42,1.0785619174434088,4.0562010266311585,107,137,0.00053880006141316279,1
19871,US,,751,30,0.91211717709720372836,1.6168501557922770,89,107,0.00053880006141316279,1
8452,EG,,733,87,1.0245566166439291,10.9843415347885402,67,93,0.00052588607858302041,1
45903,VN,,724,30,1.0248618784530387,9.7671802279005525,94,131,0.00051942908716794922,1
210218,XX,,724,6,1.0552486187845304,2.4868919627071823,113,126,0.00051942908716794922,1
4816,CN,,717,6,0.00139470013947001395,17.3587187252440725,0,0,0.00051440698273400496,1
401120,ZA,,717,4,0.00557880055788005579,2.5602054797768480,0,0,0.00051440698273400496,1
852,CA,,717,38,1.0153417015341702,4.1331823500697350,106,253,0.00051440698273400496,1
14117,CL,,711,34,0.90436005625879043601,3.2371729001406470,77,95,0.00051010232179062416,1
15557,FR,,706,25,1.2322946175637394,2.5944052280453258,99,178,0.00050651510433780683,1
14259,CL,,690,24,0.88115942028985507246,2.6999915043478261,94,142,0.00049503600848879138,1
9924,TW,,686,37,0.93148688046647230321,3.6542436501457726,73,81,0.00049216623452653752,1
38700,KR,,685,28,1.3313868613138686,3.6656933445255474,102,133,0.00049144879103597405,1
131414,VN,,678,23,0.58702064896755162242,3.5521613613569322,48,74,0.00048642668660202979,1
9381,HK,,674,36,1.2952522255192878,4.2196590459940653,101,110,0.00048355691263977593,1
132608,BD,,671,18,1.2354694485842027,4.4227739150521610,103,101,0.00048140458216808553,1
38253,VN,,669,26,1.1240657698056801,4.5333865321375187,76,87,0.00047996969518695860,1
2856,GB,,663,66,0.82654600301659125189,6.3765548597285068,72,107,0.00047566503424357780,1
202660,UZ,,659,23,1.1107738998482549,3.0951665963581184,101,132,0.00047279526028132394,1
57378,RU,,656,14,1.1524390243902439,3.2317484481707317,96,98,0.00047064292980963354,1
22927,AR,,655,38,1.2641221374045802,3.5493236748091603,79,143,0.00046992548631907008,1
33363,US,,654,24,1.4204892966360856,2.5823984984709480,99,83,0.00046920804282850661,1
51396,XX,,650,61,0.07384615384615384615,24.0172943400000000,5,4,0.00046633826886625275,1
24940,DE,,647,19,0.69242658423493044822,2.2485787944358578,36,62,0.00046418593839456235,1
23724,CN,,642,20,0.45171339563862928349,66.6378334563862928,23,46,0.00046059872094174502,1
14618,US,,640,123,0.51562500000000000000,2.0837265328125000,43,86,0.00045916383396061809,1
11427,US,,635,50,0.78267716535433070866,4.4053025354330709,58,84,0.00045557661650780076,1
150436,SG,,628,27,0.94426751592356687898,5.3871240222929936,85,108,0.00045055451207385650,1
132280,TH,,627,22,1.4274322169059011,4.5579836618819777,91,151,0.00044983706858329304,1
21479,RU,,623,16,1.1444622792937400,3.0152656067415730,93,122,0.00044696729462103917,1
4808,CN,,622,25,0.43890675241157556270,53.5825773890675241,18,39,0.00044624985113047571,1
18206,MY,,616,27,0.87987012987012987013,7.5690939383116883,66,91,0.00044194519018709491,1
9304,HK,,615,96,0.27154471544715447154,15.3041033512195122,25,33,0.00044122774669653145,1
216127,GB,,613,12,1.3898858075040783,2.9824428711256117,89,74,0.00043979285971540452,1
57858,US,,613,16,1.1109298531810767,2.4876607585644372,96,106,0.00043979285971540452,1
211072,RU,,613,8,1.2675367047308320,2.3737544274061990,97,88,0.00043979285971540452,1
7633,IN,,609,17,1.0344827586206897,4.3809554187192118,92,170,0.00043692308575315065,1
139811,HK,,596,30,0.99496644295302013423,3.6268213741610738,71,86,0.00042759632037582560,1
135059,LA,,594,1,0.00168350168350168350,2.7507737996632997,0,0,0.00042616143339469867,1
15169,US,,591,36,0.91539763113367174281,1.9886058967851100,75,80,0.00042400910292300827,1
263476,BR,,588,27,0.72448979591836734694,2.7125908894557823,72,81,0.00042185677245131787,1
13285,GB,,584,44,1.1421232876712329,3.7647566541095890,76,86,0.00041898699848906401,1
2516,JP,,579,39,1.2107081174438687,4.3673946062176166,86,151,0.00041539978103624668,1
10220,ID,,577,22,1.0537261698440208,3.9420801403812825,74,92,0.00041396489405511975,1
9595,JP,,575,43,1.0434782608695652,4.7414545165217391,60,73,0.00041253000707399282,1
23956,BD,,571,33,1.1418563922942207,4.0268831803852890,74,89,0.00040966023311173895,1
25184,IR,,562,24,1.0960854092526690,9.1899847935943060,59,71,0.00040320324169666776,1
17665,IN,,561,22,1.0303030303030303,4.3562737112299465,83,71,0.00040248579820610430,1
34918,IR,,560,27,0.90178571428571428571,3.4971780017857143,60,69,0.00040176835471554083,1
401116,ZA,,558,30,0.01075268817204301075,3.0121955430107527,1,0,0.00040033346773441390,1
134768,CN,,557,19,0.31956912028725314183,66.2213370771992819,12,21,0.00039961602424385043,1
215929,DE,,556,9,0.00000000000000000000,2.0550003183453237,0,0,0.00039889858075328697,1
23969,TH,,555,115,0.33333333333333333333,34.7574334756756757,9,3,0.00039818113726272350,1
329427,XX,,555,6,1.3621621621621622,4.7840809045045045,93,84,0.00039818113726272350,1
268581,BR,,549,2,1.3989071038251366,3.3860583296903461,84,77,0.00039387647631934271,1
262343,BR,,544,4,0.26102941176470588235,2.0598456617647059,14,10,0.00039028925886652538,1
17813,IN,,540,49,0.74259259259259259259,10.6645467037037037,42,49,0.00038741948490427152,1
208637,BG,,533,8,0.00187617260787992495,4.1976970731707317,0,0,0.00038239738047032725,1
8796,US,,531,25,0.74764595103578154426,9.8145288662900188,63,93,0.00038096249348920032,1
24309,XX,,526,27,1.1768060836501901,4.1278045304182510,76,72,0.00037737527603638299,1
58369,ID,,526,19,1.1178707224334601,4.3523138403041825,87,100,0.00037737527603638299,1
58224,IR,,525,105,1.4971428571428571,10.0757214457142857,31,50,0.00037665783254581953,1
141108,XX,,522,8,0.72222222222222222222,3.7583422643678161,72,202,0.00037450550207412913,1
4812,CN,,519,20,0.71483622350674373796,55.2212282928709056,30,36,0.00037235317160243873,1
207569,VG,,518,1,0.00193050193050193050,3.5426992335907336,0,0,0.00037163572811187527,1
18209,IN,,513,19,0.81091617933723196881,3.8923853742690058,73,187,0.00036804851065905794,1
19429,CO,,511,28,0.97455968688845401174,3.0169105772994129,48,72,0.00036661362367793101,1
15967,PL,,510,1,0.00196078431372549020,2.1599253607843137,0,0,0.00036589618018736754,1
136907,HK,,509,15,1.2082514734774067,3.8824509921414538,56,73,0.00036517873669680408,1
31549,IR,,508,29,0.77755905511811023622,3.3350696161417323,51,86,0.00036446129320624061,1
24534,ID,,506,6,1.2272727272727273,3.8336032588932806,91,175,0.00036302640622511368,1
328847,XX,,505,12,0.88118811881188118812,3.4104341485148515,38,56,0.00036230896273455021,1
9930,MY,,504,24,1.1805555555555556,4.1215519404761905,74,80,0.00036159151924398675,1
10796,US,,501,44,0.16367265469061876248,23.7798826566866267,8,7,0.00035943918877229635,1
37020,CD,,501,19,2.0159680638722555,5.6487041736526946,91,81,0.00035943918877229635,1
268645,BR,,500,23,0.00000000000000000000,12.8761044200000000,0,0,0.00035872174528173288,1
56046,CN,,499,16,0.31062124248496993988,47.1543815851703407,9,32,0.00035800430179116942,1
24435,PK,,499,20,0.98797595190380761523,3.5410517995991984,78,113,0.00035800430179116942,1
36958,SC,,497,20,1.1388329979879276,4.3138542776659960,66,76,0.00035656941481004249,1
6134,HK,,496,14,1.5745967741935484,4.2305222520161290,87,77,0.00035585197131947902,1
62633,US,,493,21,1.5557809330628803,1.6931761399594320,78,90,0.00035369964084778862,1
28670,BR,,489,20,0.85071574642126789366,2.7321895010224949,72,111,0.00035082986688553476,1
131965,JP,,489,14,0.76278118609406952965,3.1514706809815951,30,52,0.00035082986688553476,1
55933,JP,,489,9,1.5501022494887526,3.0705576400817996,78,99,0.00035082986688553476,1
52468,US,,486,17,0.92592592592592592593,2.2664403806584362,71,83,0.00034867753641384436,1
8369,RU,,486,39,1.1810699588477366,6.8067460288065844,58,65,0.00034867753641384436,1
44285,IR,,485,15,1.0226804123711340,3.3420975938144330,76,97,0.00034796009292328090,1
134945,IN,,482,17,0.48755186721991701245,3.4523742780082988,62,81,0.00034580776245159050,1
131111,ID,,479,20,0.84968684759916492693,3.8701208872651357,43,78,0.00034365543197990010,1
43754,IR,,479,18,0.76409185803757828810,3.2699332713987474,30,43,0.00034365543197990010,1
21491,UG,,477,24,1.0083857442348008,4.0525804276729560,60,86,0.00034222054499877317,1
263591,BR,,475,5,0.00210526315789473684,1.8534000673684211,0,0,0.00034078565801764624,1
9009,RO,,474,11,0.69620253164556962025,2.2884719746835443,27,39,0.00034006821452708277,1
135953,VN,,470,22,1.1489361702127660,4.9272566234042553,71,85,0.00033719844056482891,1
6939,US,,467,186,0.00000000000000000000,1.3811331391862955,0,0,0.00033504611009313851,1
328646,ZM,,464,22,0.91810344827586206897,4.0521143814655172,54,58,0.00033289377962144812,1
8560,GB,,461,21,1.1453362255965293,2.3637389934924078,41,51,0.00033074144914975772,1
137120,IN,,459,19,0.00000000000000000000,12.8351825947712418,0,0,0.00032930656216863079,1
35104,KZ,,457,27,1.1509846827133479,3.3419963369803063,72,95,0.00032787167518750386,1
203576,TR,,452,2,0.00442477876106194690,1.8252555508849558,0,0,0.00032428445773468653,1
209193,DE,,452,6,1.4269911504424779,3.2059751902654867,65,79,0.00032428445773468653,1
214295,XX,,449,31,0.04008908685968819599,2.3497280000000000,2,1,0.00032213212726299613,1
33765,TZ,,449,61,0.51447661469933184855,17.6998384342984410,25,37,0.00032213212726299613,1
4618,TH,,449,35,0.54342984409799554566,5.2663421514476615,19,22,0.00032213212726299613,1
152055,XX,,448,17,0.68526785714285714286,3.5892533214285714,63,69,0.00032141468377243266,1
55720,MY,,446,21,1.2556053811659193,4.5285737645739910,60,76,0.00031997979679130573,1
8075,XX,,445,108,0.58426966292134831461,2.8305455033707865,33,50,0.00031926235330074227,1
207416,RU,,445,4,2.1955056179775281,2.8664003707865169,91,225,0.00031926235330074227,1
58466,CN,,445,19,0.42247191011235955056,65.1523648876404494,11,21,0.00031926235330074227,1
48090,DE,,440,23,0.02045454545454545455,1.6185139386363636,6,0,0.00031567513584792494,1
58474,ID,,439,18,1.1594533029612756,3.6388297243735763,52,51,0.00031495769235736147,1
48716,KZ,,438,8,1.5913242009132420,3.6068623082191781,78,189,0.00031424024886679801,1
29571,XX,,437,22,0.60411899313501144165,4.2771123180778032,24,33,0.00031352280537623454,1
36917,AO,,433,23,0.97921478060046189376,3.3235404572748268,59,73,0.00031065303141398068,1
23201,PY,,432,27,1.1018518518518519,3.6992103564814815,57,54,0.00030993558792341721,1
38719,AU,,432,21,0.89351851851851851852,3.1347062222222222,45,60,0.00030993558792341721,1
27847,DO,,430,26,1.0093023255813953,1.9728827511627907,46,74,0.00030850070094229028,1
49505,RU,,429,20,1.1002331002331002,2.5586161398601399,42,50,0.00030778325745172681,1
9329,LK,,428,22,1.0537383177570093,3.8522540000000000,34,68,0.00030706581396116335,1
27699,BR,,428,39,1.5981308411214953,5.6008847242990654,67,84,0.00030706581396116335,1
196854,TJ,,427,20,1.5245901639344262,3.9973847213114754,47,75,0.00030634837047059988,1
27843,PE,,423,22,1.1678486997635934,2.7906880520094563,63,74,0.00030347859650834602,1
10620,CO,,422,32,0.74407582938388625592,3.9805051421800948,37,66,0.00030276115301778255,1
9988,MM,,420,25,0.91904761904761904762,32.8419395380952381,56,74,0.00030132626603665562,1
8334,RU,,419,8,0.75417661097852028640,2.3535777112171838,52,139,0.00030060882254609216,1
3352,ES,,416,52,1.3341346153846154,5.5026241971153846,52,66,0.00029845649207440176,1
266863,AR,,412,15,0.95631067961165048544,2.8201916456310680,51,68,0.00029558671811214790,1
7489,HK,,411,13,0.81021897810218978102,1.6585844768856448,28,39,0.00029486927462158443,1
38732,VN,,410,24,1.0585365853658537,4.0406620268292683,52,49,0.00029415183113102097,1
16637,ZA,,409,16,1.0488997555012225,3.9012276185819071,58,76,0.00029343438764045750,1
1221,AU,,409,68,0.81662591687041564792,5.9037429070904645,44,49,0.00029343438764045750,1
205275,RO,,407,16,0.57248157248157248157,2.2787480270270270,17,26,0.00029199950065933057,1
48753,XX,,406,8,1.1995073891625616,3.0692952660098522,35,52,0.00029128205716876710,1
11562,VE,,404,9,0.76237623762376237624,1.8302402252475248,54,64,0.00028984717018764017,1
131719,ID,,401,22,1.0099750623441397,3.7668037456359102,49,70,0.00028769483971594977,1
30855,RU,,401,21,0.67331670822942643392,2.7663768927680798,35,56,0.00028769483971594977,1
131366,VN,,398,24,1.1608040201005025,3.7339133316582915,52,81,0.00028554250924425938,1
4800,ID,,397,20,0.82871536523929471033,3.7672231738035264,47,50,0.00028482506575369591,1
58898,IN,,393,20,0.68702290076335877863,8.9584661450381679,33,48,0.00028195529179144205,1
13490,US,,391,22,1.0204603580562660,1.6757427928388747,48,57,0.00028052040481031512,1
135918,XX,,390,13,0.94615384615384615385,4.3470699794871795,44,59,0.00027980296131975165,1
136335,IN,,389,17,0.66323907455012853470,4.0795981696658098,56,85,0.00027908551782918818,1
211138,IT,,389,6,0.00000000000000000000,45.0715514010282776,0,0,0.00027908551782918818,1
12322,FR,,387,51,0.88888888888888888889,4.2338106770025840,29,34,0.00027765063084806125,1
46783,US,,387,13,0.92506459948320413437,3.7848267028423773,30,31,0.00027765063084806125,1
152179,US,,383,1,0.52480417754569190601,3.0737483994778068,48,48,0.00027478085688580739,1
35916,US,,382,18,0.84554973821989528796,2.5290002041884817,29,40,0.00027406341339524392,1
50928,RU,,381,20,0.98162729658792650919,3.1801546010498688,51,61,0.00027334596990468046,1
4773,SG,,378,25,0.05820105820105820106,27.7735078333333333,1,5,0.00027119363943299006,1
11014,AR,,377,20,1.0397877984084881,2.8689009177718833,33,79,0.00027047619594242659,1
270603,BR,,375,17,1.3013333333333333,2.5184841280000000,50,60,0.00026904130896129966,1
396982,TR,,374,92,0.04812834224598930481,38.5599156737967914,0,0,0.00026832386547073620,1
28649,BR,,372,27,0.93279569892473118280,3.1366462930107527,42,42,0.00026688897848960927,1
137695,CN,,369,7,0.05962059620596205962,10.9221477506775068,1,2,0.00026473664801791887,1
60490,XX,,369,19,0.52845528455284552846,2.4052669512195122,35,64,0.00026473664801791887,1
141124,ID,,368,13,1.2282608695652174,4.1261490516304348,53,74,0.00026401920452735540,1
6730,CH,,366,24,1.0792349726775956,3.1127740409836066,39,38,0.00026258431754622847,1
9919,TW,,365,24,1.0054794520547945,3.8518460712328767,44,55,0.00026186687405566501,1
24955,RU,,364,27,0.48076923076923076923,5.7285155357142857,9,9,0.00026114943056510154,1
12768,RU,,361,31,0.88365650969529085873,3.9108657756232687,33,34,0.00025899710009341114,1
215540,XX,,359,8,0.64623955431754874652,1.9735245571030641,16,42,0.00025756221311228421,1
8615,RU,,358,23,0.79888268156424581006,2.7525540810055866,48,71,0.00025684476962172075,1
266539,BR,,358,14,0.68994413407821229050,2.3774170055865922,47,56,0.00025684476962172075,1
140810,VN,,356,18,0.48595505617977528090,3.8405009213483146,47,60,0.00025540988264059381,1
60490,RU,,356,15,0.71067415730337078652,2.5898821853932584,34,49,0.00025540988264059381,1
27951,CO,,355,18,1.7323943661971831,2.6677413436619718,62,66,0.00025469243915003035,1
34224,BG,,352,20,0.90340909090909090909,2.5753385227272727,34,40,0.00025254010867833995,1
149124,VN,,350,17,1.0171428571428571,3.8826600742857143,48,53,0.00025110522169721302,1
267251,BR,,348,16,0.97413793103448275862,3.0263155890804598,39,40,0.00024967033471608609,1
27839,BO,,346,20,1.1127167630057803,2.6889864393063584,52,76,0.00024823544773495916,1
42337,IR,,346,15,0.91618497109826589595,3.0493566156069364,19,50,0.00024823544773495916,1
262794,BR,,344,16,1.00000000000000000000,2.7298026104651163,41,58,0.00024680056075383222,1
42313,AL,,343,16,0.62390670553935860058,10.4612479067055394,18,32,0.00024608311726326876,1
398722,US,,342,103,0.00000000000000000000,9.3758106491228070,0,0,0.00024536567377270529,1
212552,AM,,342,14,1.2163742690058480,2.2898386695906433,28,51,0.00024536567377270529,1
27895,PY,,338,5,1.9378698224852071,5.0405574704142012,70,158,0.00024249589981045143,1
8346,EU,,336,24,0.77976190476190476190,4.2228051160714286,20,37,0.00024106101282932450,1
38623,KH,,333,23,0.90090090090090090090,3.9671038978978979,39,52,0.00023890868235763410,1
17917,IN,,333,36,1.0570570570570571,6.0393489969969970,49,64,0.00023890868235763410,1
136970,HK,,333,8,1.1381381381381381,30.7660348558558559,41,75,0.00023890868235763410,1
55990,CN,,332,21,0.25903614457831325301,65.3923012259036145,8,17,0.00023819123886707064,1
270013,CL,,332,4,1.6475903614457831,3.1862806987951807,63,51,0.00023819123886707064,1
20661,TM,,327,13,0.70948012232415902141,2.8639816544342508,30,53,0.00023460402141425331,1
46042,ID,,326,16,1.5000000000000000,4.2366624233128834,49,74,0.00023388657792368984,1
149107,XX,,326,21,1.2147239263803681,3.7872395889570552,55,69,0.00023388657792368984,1
58461,CN,,323,19,0.45510835913312693498,61.6895380030959752,14,24,0.00023173424745199944,1
135407,PK,,322,10,1.1708074534161491,3.5684778975155280,52,56,0.00023101680396143598,1
28250,BR,,322,7,0.98757763975155279503,2.7514250341614907,43,47,0.00023101680396143598,1
27651,CL,,319,20,0.83072100313479623824,2.4620579467084639,35,48,0.00022886447348974558,1
45458,TH,,318,28,1.1949685534591195,5.6341780251572327,36,42,0.00022814702999918211,1
38731,VN,,318,25,0.71069182389937106918,3.7961691194968553,27,26,0.00022814702999918211,1
16814,AR,,317,21,1.3848580441640379,3.4263614637223975,39,61,0.00022742958650861865,1
262958,BR,,313,16,1.0063897763578275,2.7065993226837061,39,47,0.00022455981254636479,1
150862,XX,,311,12,0.60128617363344051447,3.9594677556270096,23,54,0.00022312492556523785,1
15895,UA,,310,47,0.06451612903225806452,26.5449461096774194,2,5,0.00022240748207467439,1
206495,IR,,309,18,1.6925566343042071,3.6598928834951456,52,63,0.00022169003858411092,1
60631,IR,,308,19,1.0584415584415584,3.1054259772727273,41,50,0.00022097259509354746,1
4713,JP,,308,144,0.02272727272727272727,19.3899630811688312,2,0,0.00022097259509354746,1
6167,US,,306,34,1.1601307189542484,7.4259232320261438,40,54,0.00021953770811242053,1
8781,QA,,306,19,1.3169934640522876,3.8377081078431373,48,55,0.00021953770811242053,1
63835,CN,,306,9,0.75490196078431372549,46.2651494477124183,17,32,0.00021953770811242053,1
25052,IL,,306,15,1.7614379084967320,3.3155023888888889,49,54,0.00021953770811242053,1
264564,BR,,305,5,1.1245901639344262,2.5366406426229508,42,43,0.00021882026462185706,1
14988,BW,,305,23,0.89180327868852459016,4.1916489967213115,47,78,0.00021882026462185706,1
63949,NL,,304,68,0.07236842105263157895,0.80256418092105263158,0,0,0.00021810282113129359,1
56040,CN,,303,17,0.36303630363036303630,51.3643925544554455,5,15,0.00021738537764073013,1
31898,SE,,301,20,1.0365448504983389,2.3191638571428571,52,68,0.00021595049065960320,1
134366,HK,,298,20,0.74161073825503355705,3.5361621107382550,36,52,0.00021379816018791280,1
51852,PA,,298,20,1.1073825503355705,2.3953906308724832,36,45,0.00021379816018791280,1
141679,XX,,296,14,0.27702702702702702703,71.6977666317567568,7,13,0.00021236327320678587,1
36926,KE,,294,2,1.6258503401360544,5.1479979387755102,57,143,0.00021092838622565894,1
28548,MX,,294,27,0.98299319727891156463,2.8660056326530612,35,48,0.00021092838622565894,1
5410,FR,,294,32,1.4659863945578231,3.3963413979591837,46,41,0.00021092838622565894,1
7727,HN,,293,15,1.4129692832764505,2.2225839590443686,44,61,0.00021021094273509547,1
55824,IN,,292,16,1.5102739726027397,8.9584968732876712,40,60,0.00020949349924453200,1
10429,BR,,292,25,0.82876712328767123288,4.3166425410958904,21,34,0.00020949349924453200,1
215730,XX,,291,15,0.50859106529209621993,2.3909215429553265,16,28,0.00020877605575396854,1
7506,JP,,291,18,0.97594501718213058419,5.4109334639175258,19,46,0.00020877605575396854,1
139482,IN,,290,14,0.66206896551724137931,3.1893373068965517,28,44,0.00020805861226340507,1
5617,PL,,288,46,0.89930555555555555556,6.7383749895833333,11,26,0.00020662372528227814,1
19108,US,,288,34,0.00000000000000000000,36.3355956006944444,0,0,0.00020662372528227814,1
701,US,,287,88,1.8954703832752613,20.7561414947735192,26,30,0.00020590628179171468,1
51984,ES,,282,15,0.51773049645390070922,2.0505243085106383,19,32,0.00020231906433889735,1
51200,RU,,282,17,1.0709219858156028,2.9072530460992908,46,54,0.00020231906433889735,1
31898,XX,,281,26,1.2846975088967972,12.1719023629893238,36,54,0.00020160162084833388,1
14615,US,,279,2,0.97849462365591397849,1.4672999928315412,47,128,0.00020016673386720695,1
213412,GB,,279,59,0.00000000000000000000,3.1862455806451613,0,0,0.00020016673386720695,1
39153,RU,,279,16,1.4265232974910394,3.6549597598566308,40,45,0.00020016673386720695,1
40788,CA,,277,10,0.00000000000000000000,18.4956990722021661,0,0,0.00019873184688608002,1
264411,BR,,276,19,1.0869565217391304,2.6205995688405797,36,40,0.00019801440339551655,1
139988,ID,,276,21,0.92028985507246376812,3.7834795797101449,29,36,0.00019801440339551655,1
62468,US,,276,24,0.74275362318840579710,19.1670352681159420,34,51,0.00019801440339551655,1
278,MX,,275,4,0.15272727272727272727,52.6540352836363636,4,6,0.00019729695990495309,1
266538,BR,,275,17,2.1163636363636364,4.0375297272727273,47,47,0.00019729695990495309,1
24863,EG,,274,23,2.3102189781021898,4.4124355182481752,56,57,0.00019657951641438962,1
152488,XX,,273,18,1.1135531135531136,3.8069807692307692,34,40,0.00019586207292382615,1
58955,TH,,273,16,0.90109890109890109890,3.9803037362637363,30,37,0.00019586207292382615,1
140481,ID,,273,17,0.80219780219780219780,4.4070965714285714,33,56,0.00019586207292382615,1
400619,XX,,273,10,0.00366300366300366300,2.1021380036630037,0,0,0.00019586207292382615,1
131414,XX,,271,18,0.97047970479704797048,3.8120343800738007,26,35,0.00019442718594269922,1
25543,BF,,270,16,1.1333333333333333,3.3577176074074074,28,49,0.00019370974245213576,1
61800,BR,,269,15,1.1635687732342007,2.4179223754646840,35,45,0.00019299229896157229,1
8167,BR,,269,16,1.2676579925650558,5.0337381003717472,32,85,0.00019299229896157229,1
62610,HK,,268,2,0.02985074626865671642,52.4666554477611940,2,2,0.00019227485547100883,1
136907,XX,,268,8,0.79477611940298507463,3.3819133358208955,19,37,0.00019227485547100883,1
38482,ID,,268,16,1.3022388059701493,4.0800292761194030,36,39,0.00019227485547100883,1
42610,RU,,266,44,0.52631578947368421053,8.8346910864661654,9,24,0.00019083996848988189,1
208137,IR,,266,16,0.00000000000000000000,7.4130991917293233,0,0,0.00019083996848988189,1
18222,NP,,266,15,1.2443609022556391,4.2079454962406015,46,46,0.00019083996848988189,1
29256,SY,,266,20,0.89097744360902255639,4.4869320977443609,24,32,0.00019083996848988189,1
45899,XX,,265,15,0.98490566037735849057,4.6786364150943396,41,50,0.00019012252499931843,1
131210,IN,,265,21,1.0716981132075472,3.8560850641509434,32,42,0.00019012252499931843,1
11556,PA,,263,8,0.90874524714828897338,2.0049848821292776,20,47,0.00018868763801819150,1
150193,ID,,263,4,0.92015209125475285171,4.0767293003802281,42,111,0.00018868763801819150,1
50540,TR,,263,18,1.0190114068441065,2.5676726653992395,39,54,0.00018868763801819150,1
401701,XX,,262,16,1.00000000000000000000,3.8116198969465649,26,33,0.00018797019452762803,1
39188,KZ,,261,22,1.7701149425287356,3.7446182988505747,44,60,0.00018725275103706457,1
206065,IR,,261,23,1.0842911877394636,3.8602419731800766,34,43,0.00018725275103706457,1
61173,XX,,260,16,1.3192307692307692,3.3817927461538462,31,54,0.00018653530754650110,1
268622,BR,,260,17,1.2653846153846154,3.6523753769230769,40,57,0.00018653530754650110,1
9441,BD,,260,20,1.1461538461538462,4.1372059192307692,27,38,0.00018653530754650110,1
153416,XX,,260,9,0.95000000000000000000,3.9159312307692308,29,35,0.00018653530754650110,1
272059,PE,,260,16,1.5346153846153846,2.7187315961538462,45,48,0.00018653530754650110,1
135089,CN,,259,14,0.32432432432432432432,36.6406911737451737,6,18,0.00018581786405593763,1
201838,GB,,259,23,1.0077220077220077,3.1179372084942085,35,39,0.00018581786405593763,1
37228,RW,,258,8,1.1007751937984496,3.6445864534883721,26,24,0.00018510042056537417,1
21334,HU,,257,26,1.1284046692607004,3.4626111789883268,25,37,0.00018438297707481070,1
56005,CN,,255,16,0.50196078431372549020,47.7845471803921569,8,17,0.00018294809009368377,1
36959,ZM,,255,3,1.4588235294117647,4.1807186117647059,39,66,0.00018294809009368377,1
401696,HK,,254,8,0.68503937007874015748,3.9103260866141732,14,29,0.00018223064660312031,1
135392,HK,,254,2,0.64173228346456692913,2.4300245196850394,34,31,0.00018223064660312031,1
20011,ZA,,253,14,0.05138339920948616601,16.2828969051383399,0,0,0.00018151320311255684,1
58563,CN,,253,16,0.43083003952569169960,53.5261788023715415,5,16,0.00018151320311255684,1
58541,CN,,252,10,0.16666666666666666667,53.1396040634920635,3,5,0.00018079575962199337,1
35682,UZ,,252,16,1.0476190476190476,3.4102624246031746,23,39,0.00018079575962199337,1
51167,GB,,252,11,1.4325396825396825,2.5634393888888889,40,45,0.00018079575962199337,1
401696,US,,252,18,0.60317460317460317460,4.2328833650793651,27,37,0.00018079575962199337,1
30983,MA,,251,19,1.3426294820717131,5.5404492988047809,40,42,0.00018007831613142991,1
135225,IN,,250,7,0.00000000000000000000,24.5662387320000000,0,0,0.00017936087264086644,1
27357,US,,250,2,0.53600000000000000000,1.3378917560000000,40,63,0.00017936087264086644,1
6739,ES,,249,22,0.55020080321285140562,4.2658294538152610,19,26,0.00017864342915030298,1
327724,XX,,248,1,0.00000000000000000000,68.0090670685483871,0,0,0.00017792598565973951,1
13999,MX,,246,22,1.1056910569105691,2.8443819268292683,34,43,0.00017649109867861258,1
138096,ID,,245,17,0.76734693877551020408,3.7135071102040816,33,48,0.00017577365518804911,1
262847,BR,,245,15,1.00000000000000000000,2.7743628326530612,33,35,0.00017577365518804911,1
152339,XX,,244,17,1.1967213114754098,4.2018845778688525,36,53,0.00017505621169748565,1
135298,AF,,243,15,0.88065843621399176955,3.7460450699588477,32,48,0.00017433876820692218,1
264738,AR,,243,11,0.74485596707818930041,2.9313157489711934,35,49,0.00017433876820692218,1
55330,XX,,243,15,0.79012345679012345679,3.2696715843621399,34,37,0.00017433876820692218,1
1136,NL,,242,19,0.89256198347107438017,2.7769100330578512,31,38,0.00017362132471635872,1
133774,CN,,242,10,0.35123966942148760331,50.9748701652892562,6,9,0.00017362132471635872,1
23923,BD,,241,17,1.6390041493775934,5.3767221742738589,45,77,0.00017290388122579525,1
47583,CY,,241,11,1.4232365145228216,2.8587542157676349,39,37,0.00017290388122579525,1
58791,JP,,240,8,1.1250000000000000,3.2439224416666667,21,30,0.00017218643773523178,1
34984,TR,,239,42,0.77405857740585774059,6.4608754476987448,27,34,0.00017146899424466832,1
24532,ID,,238,20,1.3571428571428571,3.8525627226890756,32,38,0.00017075155075410485,1
9908,HK,,237,30,0.00000000000000000000,12.3620217721518987,0,0,0.00017003410726354139,1
38901,KH,,235,17,1.3446808510638298,4.2917255191489362,40,42,0.00016859922028241446,1
36923,NG,,234,11,0.49145299145299145299,2.9259130341880342,13,26,0.00016788177679185099,1
262970,BR,,234,13,0.80341880341880341880,2.5942229059829060,39,51,0.00016788177679185099,1
199404,US,,233,13,1.6738197424892704,4.7845337768240343,40,49,0.00016716433330128752,1
23752,NP,,233,14,1.4892703862660944,4.5934953261802575,32,42,0.00016716433330128752,1
22612,US,,232,16,1.0129310344827586,3.1134442413793103,23,55,0.00016644688981072406,1
55081,US,,231,8,0.53679653679653679654,1.3873607445887446,10,17,0.00016572944632016059,1
50926,ES,,230,12,0.53043478260869565217,2.1325988391304348,14,23,0.00016501200282959713,1
